APP_Libelle_etablissement,Code_postal,Libelle_commune,Synthese_eval_sanit,filtre_activite,Latitude,Longitude,Adress_Rue,Adress_Avenue,Adress_Chemin,Adress_Place,Adress_Boulevard,Adress_Route,Adress_quai
LIMOVIN SAS,87300,Bellac,Satisfaisant, Abattoirs,46.125529,1.049,1,0,1,0,0,0,0
MESSAGERIES LAITIERES,14500,Vire Normandie,Satisfaisant, Transport et entreposage de denrées alimentaires,48.844735,-0.889252,1,0,0,0,0,0,0
GREEN D'ANDAINE,75015,Paris 15e  Arrondissement,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.849918,2.292876,0,0,0,0,0,0,0
BLANCHARD-OVOBIO,29100,Poullan-sur-Mer,Satisfaisant, Autres,48.089149,-4.39648,1,0,0,0,0,0,0
MAISON PARE,66000,Perpignan,Très satisfaisant, Viandes et produits carnés,42.689403,2.858873,0,1,0,0,0,0,0
COOPERL ARC ATLANTIQUE,22400,Lamballe-Armor,Très satisfaisant, Abattoirs,48.466475,-2.539495,1,0,0,0,0,0,0
DEGUS'THAU,34140,Mèze,Satisfaisant, Produits de la mer et d'eau douce,43.421713,3.592822,0,0,0,0,0,0,0
RASCOL MARCEL & FILS,81230,Lacaune,Satisfaisant, Viandes et produits carnés,43.69705,2.739306,0,0,0,0,0,0,0
SCAF FRUITIERE DE GRANDE RIVIERE MORBIER,39150,Grande-Rivière Château,Satisfaisant, Lait et produits laitiers,46.545818,5.919336,0,0,1,0,0,0,0
DELABY,80410,Cayeux-sur-Mer,Très satisfaisant, Produits de la mer et d'eau douce,50.181576,1.491514,1,0,0,0,0,0,0
GAEC LA FERME EURREUSE,26400,Eurre,Très satisfaisant, Lait et produits laitiers,44.764894,4.997418,1,0,1,0,0,0,0
CENTRALE FRAIS,80006,Amiens,Très satisfaisant, Viandes et produits carnés,49.911204,2.268217,1,0,0,0,0,0,0
"SARL ""AUX BONS P'TITS PLATS""",62140,Bouin-Plumoison,Satisfaisant, Autres,50.381457,1.994048,1,0,0,0,0,0,0
CENTRE D'ABATTAGE ET DE TRANSFORMATION DU COUSERANS,09190,Lorp-Sentaraille,Satisfaisant, Abattoirs,43.021862,1.095468,1,0,0,0,0,0,0
ETABLISSEMENTS CANU,94550,Chevilly-Larue,Satisfaisant, Viandes et produits carnés,48.757518,2.366011,1,0,1,0,0,0,0
PORKETTO,62128,Wancourt,Très satisfaisant, Viandes et produits carnés,50.259294,2.860637,0,0,0,0,0,0,0
ETABLISSEMENTS CANU,94550,Chevilly-Larue,Satisfaisant, Viandes et produits carnés,48.757518,2.366011,1,0,1,0,0,0,0
MASSE  LYON,69760,Limonest,Très satisfaisant, Transport et entreposage de denrées alimentaires,45.806882,4.771541,1,0,0,0,0,0,0
DELICIA DO BRASIL,75015,Paris 15e  Arrondissement,Satisfaisant, Transport et entreposage de denrées alimentaires,48.859,2.347,0,0,0,0,0,0,0
PAJAMANDY THIERRY,97115,Sainte-Rose,Satisfaisant, Transport et entreposage de denrées alimentaires,16.332223,-61.693416,1,0,1,0,0,0,0
FERME BASTEBIEILLE,40350,Mimbaste,Satisfaisant, Viandes et produits carnés,43.647357,-0.939705,0,0,1,0,0,0,0
DSK FISH,97200,Fort-de-France,Très satisfaisant, Autres,14.616521,-61.044842,1,1,0,0,0,0,0
AU PAIN DU SUD,69700,Givors,Satisfaisant, Autres,45.582506,4.773235,1,0,0,1,0,0,0
AVI-CHARENTE,17441,Aytré,Satisfaisant, Lait et produits laitiers,46.130233,-1.098338,1,0,0,0,0,0,0
SOC COOP AGRI FROMAGERE DES ERYTHRONES,39240,Aromas,Satisfaisant, Lait et produits laitiers,45.88368247734546,1.8146273876131076,1,0,0,0,0,1,0
DELICIA DO BRASIL,75015,Paris 15e  Arrondissement,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.859,2.347,0,0,0,0,0,0,0
GALLIANCE SAINT NICOLAS DU PELEM,22480,Saint-Nicolas-du-Pélem,Satisfaisant, Viandes et produits carnés,48.312546,-3.160084,1,0,0,0,0,0,0
CEDRAL,94150,Rungis,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.756044,2.357936,1,0,0,0,0,0,0
FERME BASTEBIEILLE,40350,Mimbaste,Satisfaisant, Abattoirs,43.647357,-0.939705,0,0,1,0,0,0,0
BOSSUS WILFRED,51220,Merfy,Satisfaisant, Autres,49.295432,3.943233,1,0,1,0,0,0,0
GOURMET SERVICE,68360,Soultz-Haut-Rhin,Satisfaisant, Produits de la mer et d'eau douce,47.875347,7.216562,1,0,0,0,0,1,0
COMEXPOSIUM,75015,Paris 15e  Arrondissement,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.849918,2.292876,0,0,0,0,0,0,0
EURIAL ULTRA FRAIS,57170,Château-Salins,Très satisfaisant, Lait et produits laitiers,48.816142,6.511185,1,1,0,0,0,0,0
LAITERIE SAINT PERE,44320,Saint-Père-en-Retz,Très satisfaisant, Lait et produits laitiers,47.221411,-2.034564,0,0,0,0,0,0,0
LAITERIE SAINT PERE,44320,Saint-Père-en-Retz,Satisfaisant, Lait et produits laitiers,47.221411,-2.034564,0,0,0,0,0,0,0
EARL LES CABRIOLES FERMIERES,69610,Aveize,Très satisfaisant, Lait et produits laitiers,45.694195,4.467514,0,0,0,0,0,0,0
MASSE  LYON,69760,Limonest,Très satisfaisant, Viandes et produits carnés,45.806882,4.771541,1,0,0,0,0,0,0
INTERMARCHE,80420,Flixecourt,Satisfaisant, Autres,50.012146,2.086805,1,0,0,0,0,1,0
LA TAVERNE,75015,Paris 15e  Arrondissement,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.849918,2.292876,0,0,0,0,0,0,0
POISSONNERIE RENOUX SANDRINE,79390,Doux,Très satisfaisant, Autres,46.740489,0.016553,1,0,0,0,0,0,0
FERME HEBERT,76550,Ambrumesnil,Très satisfaisant, Abattoirs,49.860691,0.995981,0,0,1,0,0,0,0
L'INTREPIDE / M. EUGENIE Alfred,97200,Fort-de-France,Très satisfaisant, Produits de la mer et d'eau douce,14.602223,-61.060601,1,0,0,0,0,0,0
LIMOVIN SAS,87300,Bellac,Satisfaisant, Abattoirs,46.125529,1.049,1,0,1,0,0,0,0
EARL DU BAS BOUCHAGE,72600,Aillières-Beauvoir,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.390998,0.32491,0,0,1,0,0,0,0
INTERMARCHE,45410,Artenay,Satisfaisant, Autres,48.053785,1.792938,1,0,0,0,0,0,0
POISSONNERIE VENDEENNE,85270,Saint-Hilaire-de-Riez,Satisfaisant, Autres,46.73955,-1.941093,1,0,0,0,0,0,0
BOUCHERIE COTE D'OR,21121,Ahuy,Satisfaisant, Autres,47.357596,5.035628,1,0,0,0,0,0,0
GAEC DE LA STELE GAULOISE,22540,Louargat,Satisfaisant, Lait et produits laitiers,48.583517,-3.36075,0,0,1,0,0,0,0
PATE CROUTE PIQUET'S,08190,Sault-Saint-Remy,Satisfaisant, Viandes et produits carnés,49.426429,4.162862,1,0,0,0,0,0,0
SARL D.V.E.ROETYNCK,59232,Vieux-Berquin,Très satisfaisant, Viandes et produits carnés,50.716418,2.603187,1,0,0,0,0,1,0
PROLAINAT,32270,Blanquefort,Satisfaisant, Lait et produits laitiers,43.675163,0.811441,0,0,0,0,0,0,0
CENTRE D'ABATTAGE ET DE TRANSFORMATION DU COUSERANS,09190,Lorp-Sentaraille,Satisfaisant, Abattoirs,43.021862,1.095468,1,0,0,0,0,0,0
YOOJI,47310,Estillac,Très satisfaisant, Produits de la mer et d'eau douce,44.177357,0.574035,1,0,0,1,0,0,0
SUSHI WAVE.COM,97232,Le Lamentin,Très satisfaisant, Produits de la mer et d'eau douce,14.628905,-61.025579,1,0,0,0,0,0,0
RJM CONCEPTION,69780,Mions,Très satisfaisant, Viandes et produits carnés,45.680375,4.937987,1,0,0,0,0,0,0
ETABLISSEMENTS CANU,94550,Chevilly-Larue,Satisfaisant, Transport et entreposage de denrées alimentaires,48.757518,2.366011,1,0,1,0,0,0,0
YOOJI,47310,Estillac,Très satisfaisant, Viandes et produits carnés,44.177357,0.574035,1,0,0,1,0,0,0
PETIT NAVIRE,29177,Douarnenez,Très satisfaisant, Produits de la mer et d'eau douce,48.080572,-4.332195,0,1,0,0,0,0,0
CHAILLOLEAU JEAN MARC,17550,Saint-Pierre-d'Oléron,Satisfaisant, Produits de la mer et d'eau douce,45.937096,-1.241496,1,0,1,0,0,0,0
ENTREPRISE BAPTISTA-FOURNIER,33650,Saint-Médard-d'Eyrans,Satisfaisant, Viandes et produits carnés,44.721573,-0.519009,0,0,0,0,0,0,0
BOUCHERIE FRAIX,73200,Albertville,Urgent_Améliorer, Autres,45.673951,6.379066,1,0,0,0,0,0,0
LELEU THOMAS,48800,Pourcharesses,Très satisfaisant, Œufs et ovoproduits,44.432647,3.915313,0,0,0,0,0,0,0
MANNAVIE,68100,Mulhouse,Satisfaisant, Autres,47.746056,7.341174,1,0,0,1,0,0,0
LAITERIE BURDIGALA,33800,Bordeaux,Satisfaisant, Autres,44.830731,-0.566676,1,0,0,0,0,0,0
EURIAL ULTRA FRAIS,57170,Château-Salins,Très satisfaisant, Lait et produits laitiers,48.816142,6.511185,1,1,0,0,0,0,0
INTERMARCHE,80420,Flixecourt,Satisfaisant, Autres,50.012146,2.086805,1,0,0,0,0,1,0
FANCY LUNCH,97419,La Possession,Satisfaisant, Viandes et produits carnés,-21.012551,55.480158,0,0,1,0,0,0,0
MAISON SUNE,37540,Saint-Cyr-sur-Loire,Satisfaisant, Autres,47.421615,0.660319,1,0,1,0,1,0,0
SARL BOUCHERIE VAINQUEUR,97128,Goyave,Satisfaisant, Autres,16.133103,-61.572533,1,0,0,0,0,0,0
MAISON CONQUET,15230,Pierrefort,Satisfaisant, Abattoirs,44.922156,2.839303,1,0,0,0,0,0,0
SOC COOP AGRI FRUITIERE PLASNE BARRTAINE,39210,Plasne,Satisfaisant, Lait et produits laitiers,45.88368247734546,1.8146273876131076,1,0,0,0,0,1,0
CECI FRAIS,38470,Vinay,Très satisfaisant, Viandes et produits carnés,45.208046,5.420717,0,0,0,0,0,0,0
CARREFOUR MARKET,59680,Ferrière-la-Grande,Satisfaisant, Autres,50.26006,4.003569,0,1,0,0,0,0,0
TALIFEDE,75015,Paris 15e  Arrondissement,Très satisfaisant, Autres,48.85354,2.294758,1,0,0,0,0,0,0
CENTRE D'ABATTAGE ET DE TRANSFORMATION DU COUSERANS,09190,Lorp-Sentaraille,Satisfaisant, Abattoirs,43.021862,1.095468,1,0,0,0,0,0,0
HAUTE LOUE SALAISONS,25330,Longeville,Très satisfaisant, Viandes et produits carnés,47.033494,6.229876,1,0,0,0,0,0,0
JUDICANNE,59540,Caudry,Satisfaisant, Autres,50.111858,3.409335,1,0,0,0,0,0,0
LYCEE AGRICOLE DE MAYOTTE,97670,Ouangani,Satisfaisant, Abattoirs,-12.83634,45.135498,1,0,0,0,0,0,0
SEDAFRAIS,20600,Bastia,Très satisfaisant, Transport et entreposage de denrées alimentaires,42.671993,9.443494,1,1,0,0,0,0,0
BOUCHERIE LE LIMOUSIN,94140,Alfortville,Satisfaisant, Autres,48.805058,2.414679,1,0,0,0,0,0,0
IOD SEAFOOD,62200,Boulogne-sur-Mer,Satisfaisant, Produits de la mer et d'eau douce,50.728705,1.583105,1,0,0,0,0,0,0
COMEXPOSIUM,75015,Paris 15e  Arrondissement,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.849918,2.292876,0,0,0,0,0,0,0
L'ETOILE DU MATIN,75015,Paris 15e  Arrondissement,Urgent_Améliorer, Autres,48.8288,2.299498,1,0,0,0,1,0,0
EARL DE LA GRANGE GAULE,71290,Loisy,Très satisfaisant, Lait et produits laitiers,46.588348,5.020077,1,0,0,0,0,0,0
MAIRIE COMMUNE DE MAURRIN,40270,Maurrin,Satisfaisant, Abattoirs,43.824173,-0.372503,1,0,0,0,0,0,0
LA FROMAGERIE DES ARTISOUS,12230,La Cavalerie,Très satisfaisant, Lait et produits laitiers,44.010156,3.154331,0,0,1,0,0,0,0
ENIL LYCEE AGRICOLE,15000,Aurillac,Très satisfaisant, Viandes et produits carnés,44.919797,2.437631,0,0,0,0,0,0,0
TERMINUS TRAITEUR DE LA MER,50270,Barneville-Carteret,Très satisfaisant, Autres,49.379364,-1.785683,1,0,0,1,0,0,0
ANDRE STEPHANIE,85230,Bouin,Satisfaisant, Autres,46.969799,-2.006114,0,0,0,0,0,0,0
ENIL LYCEE AGRICOLE,15000,Aurillac,Très satisfaisant, Viandes et produits carnés,44.919797,2.437631,0,0,0,0,0,0,0
SCRIMA FOOD 100% ITALIEN,74140,Douvaine,Urgent_Améliorer, Transport et entreposage de denrées alimentaires,46.295687,6.304139,0,0,0,0,0,0,0
LE NEZ AU VENT,17430,Lussant,Satisfaisant, Autres,45.940915,-0.820126,1,0,0,0,0,0,0
LA POSTE,06510,Carros,Très satisfaisant, Transport et entreposage de denrées alimentaires,43.766161,7.175498,0,0,0,0,0,0,0
CECI FRAIS,38470,Vinay,Très satisfaisant, Viandes et produits carnés,45.207932,5.420347,1,0,0,0,0,0,0
ARCAD ATLANTIQUE,29900,Concarneau,Très satisfaisant, Produits de la mer et d'eau douce,47.875918,-3.913618,1,0,0,0,0,0,0
JB BIGORRE LE BLANC DE BIGORRE,65700,Maubourguet,Très satisfaisant, Viandes et produits carnés,43.463562,0.037967,0,0,1,0,0,0,0
MONTAGNES SAVEURS,73210,Aime-la-Plagne,Très satisfaisant, Viandes et produits carnés,45.551638,6.646966,1,0,0,0,0,1,0
ALPES PROVENCE AGNEAUX,69960,Corbas,Très satisfaisant, Transport et entreposage de denrées alimentaires,45.67214,4.921558,1,1,0,0,0,0,0
L'ESCARGOTE DE CHARLOTTE,44130,Blain,Très satisfaisant, Produits de la mer et d'eau douce,47.455799,-1.769525,1,0,1,0,0,0,0
ENTREPRISE BAPTISTA-FOURNIER,33650,Saint-Médard-d'Eyrans,Très satisfaisant, Viandes et produits carnés,44.721573,-0.519009,0,0,0,0,0,0,0
ENTREPRISE BAPTISTA-FOURNIER,33650,Saint-Médard-d'Eyrans,Satisfaisant, Viandes et produits carnés,44.721573,-0.519009,0,0,0,0,0,0,0
OEUFS ARRADOY,64220,Saint-Jean-le-Vieux,Très satisfaisant, Œufs et ovoproduits,43.167935,-1.232494,0,0,0,0,0,0,0
SALMON EST FRANCE,71500,Louhans,Satisfaisant, Produits de la mer et d'eau douce,46.627519,5.2163,1,0,0,0,0,0,0
TERREAZUR,76150,Maromme,Très satisfaisant, Produits de la mer et d'eau douce,49.48412,1.027315,1,0,0,0,0,0,0
LA BRESSANNE ARTISANALE,71850,Charnay-lès-Mâcon,Satisfaisant, Viandes et produits carnés,46.299433,4.802492,1,0,0,0,0,0,0
GAEC DE LA CERISERAIE,57480,Hunting,Très satisfaisant, Lait et produits laitiers,49.413406,6.32652,1,0,0,0,0,0,0
SCRIMA FOOD 100% ITALIEN,74140,Douvaine,Satisfaisant, Autres,46.295687,6.304139,0,0,0,0,0,0,0
DELICES MARINES,97300,Cayenne,Urgent_Améliorer, Produits de la mer et d'eau douce,4.936447,-52.336441,1,0,0,0,0,0,0
SCACHAP,17310,Saint-Pierre-d'Oléron,Très satisfaisant, Produits de la mer et d'eau douce,45.912111,-1.324428,1,0,0,0,0,0,1
CHOUIN CHRISTIAN,85160,Saint-Jean-de-Monts,Urgent_Améliorer, Autres,46.792472,-2.0613,0,0,0,1,0,0,0
LES 4 VENTS,85160,Saint-Jean-de-Monts,Satisfaisant, Autres,46.792472,-2.0613,0,0,0,1,0,0,0
KELBONGOO,80000,Amiens,Satisfaisant, Transport et entreposage de denrées alimentaires,49.908665,2.272217,1,0,0,0,0,0,0
SODILUC,83340,Le Luc,Très satisfaisant, Autres,43.373575,6.29629,1,0,0,0,0,1,0
LES ATELIERS DU GOUT,56920,Noyal-Pontivy,Très satisfaisant, Viandes et produits carnés,48.062727,-2.868387,1,0,0,0,0,0,0
DELICE IKBAR,77460,Souppes-sur-Loing,Satisfaisant, Viandes et produits carnés,48.188262,2.729265,1,1,1,0,0,0,0
SARL OSTREX,17390,La Tremblade,Satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
LARAN LAETITIA,65250,Mazouau,Satisfaisant, Abattoirs,43.027,0.402,0,0,0,0,0,0,0
PARTENAIRES DES VENTES ANIMEES,85160,Saint-Jean-de-Monts,Très satisfaisant, Autres,46.785676,-2.070632,1,0,1,0,0,0,0
IOD SEAFOOD,62200,Boulogne-sur-Mer,Satisfaisant, Produits de la mer et d'eau douce,50.728705,1.583105,1,0,0,0,0,0,0
HUMEZ XAVIER,62580,Neuvireuil,Très satisfaisant, Œufs et ovoproduits,50.353416,2.911773,1,0,0,0,0,0,0
SICA-SARL  VIANDE DU BEAUFORTIN,73270,Beaufort,Satisfaisant, Abattoirs,45.717471,6.574883,1,0,0,0,0,0,0
LA BRESSANNE ARTISANALE,71850,Charnay-lès-Mâcon,Satisfaisant, Viandes et produits carnés,46.298945,4.802457,1,0,0,0,0,0,0
SARL BOUCHERIE ROBIN,57400,Sarrebourg,Très satisfaisant, Autres,48.737225,7.052662,1,0,0,0,0,0,0
ENIL LYCEE AGRICOLE,15000,Aurillac,Satisfaisant, Lait et produits laitiers,44.919797,2.437631,0,0,0,0,0,0,0
ENIL LYCEE AGRICOLE,15000,Aurillac,Très satisfaisant, Viandes et produits carnés,44.93747,2.442998,0,0,0,0,0,0,0
SOCIETE LESAGE & FILS,59147,Chemy,Satisfaisant, Viandes et produits carnés,50.530281,2.990532,1,0,0,0,0,0,0
BTF,75019,Paris 19e  Arrondissement,Satisfaisant, Autres,48.893227,2.377075,1,0,0,0,0,0,0
DEMARNE,94569,Rungis,Très satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
LAURELIS,32700,Mas-d'Auvignon,Urgent_Améliorer, Viandes et produits carnés,43.87441,0.508293,1,0,0,0,0,0,0
LES ATELIERS DU GOUT,56920,Noyal-Pontivy,Très satisfaisant, Viandes et produits carnés,48.062727,-2.868387,1,0,0,0,0,0,0
GURRUCHAGA MAREE,17230,Charron,Très satisfaisant, Produits de la mer et d'eau douce,46.304107,-1.100268,1,0,0,0,0,0,0
SOCIETE FROMAGERE DE LOUBRESSAC,46130,Loubressac,Très satisfaisant, Lait et produits laitiers,44.87905,1.822185,0,0,0,0,0,0,0
LES ATELIERS DU GOUT,56920,Noyal-Pontivy,Très satisfaisant, Produits de la mer et d'eau douce,48.062727,-2.868387,1,0,0,0,0,0,0
SCA AGNEAUX DE LAIT DES PYRENEES AXURIA,64130,Chéraute,Très satisfaisant, Viandes et produits carnés,43.229119,-0.872599,0,1,0,0,0,0,0
LA PERLE DES ILES,97130,Capesterre-Belle-Eau,Satisfaisant, Autres,15.996364,-61.607732,1,0,0,0,0,0,0
FROMAGERIE BALDOVINI,20227,Ghisoni,Très satisfaisant, Transport et entreposage de denrées alimentaires,42.10214,9.211329,1,0,0,0,0,0,0
BELLORR,37340,Avrillé-les-Ponceaux,Très satisfaisant, Produits de la mer et d'eau douce,47.409548,0.339405,1,0,0,0,0,0,0
MASIA CEDRIC,07150,Vallon-Pont-d'Arc,Satisfaisant, Autres,44.414541,4.398629,1,0,0,0,0,1,0
ABATTOIR DU PAYS TOY,65120,Betpouey,Très satisfaisant, Viandes et produits carnés,42.882019,0.029323,1,0,0,0,0,1,0
SOCIETE D'ABATTAGE DES HAUTS PAYS,62310,Fruges,Satisfaisant, Abattoirs,50.495733,2.126597,1,0,0,0,0,0,0
SOCIETE D'ABATTAGE DES HAUTS PAYS,62310,Fruges,Satisfaisant, Abattoirs,50.495733,2.126597,1,0,0,0,0,0,0
HURE CREATEUR DE PLAISIR,75004,Paris 4e  Arrondissement,Satisfaisant, Autres,48.854836,2.350256,1,0,0,0,0,0,0
A.R.D.A.S,94190,Villeneuve-Saint-Georges,Satisfaisant, Autres,48.75449,2.429096,0,1,1,0,0,0,0
LA COOP,75006,Paris 6e  Arrondissement,Satisfaisant, Autres,48.859,2.347,0,0,0,0,0,0,0
SCA AGNEAUX DE LAIT DES PYRENEES AXURIA,64130,Chéraute,Très satisfaisant, Viandes et produits carnés,43.229119,-0.872599,0,1,0,0,0,0,0
FOIES GRAS RAYMOND D ARTIGUES,40360,Pomarez,Satisfaisant, Viandes et produits carnés,43.6035,-0.825169,1,0,0,0,0,1,0
"""DELICES BOUCHERIE"" - ""DELICES TRUCK""",85300,Sallertaine,Satisfaisant, Autres,46.856077,-1.896734,1,0,0,0,0,0,0
MIYAM CONVENTION,75015,Paris 15e  Arrondissement,Très satisfaisant, Autres,48.842852,2.284319,1,0,0,0,0,0,0
COMPAGNIE DE SERVICES,74120,Demi-Quartier,Satisfaisant, Viandes et produits carnés,45.871664,6.631685,1,0,1,0,0,0,0
CAMPANELA,81290,Labruguière,Satisfaisant, Autres,43.506689,2.213156,1,0,0,0,0,1,0
CORSE BOYAUX,20600,Bastia,Satisfaisant, Transport et entreposage de denrées alimentaires,42.666839,9.443055,1,1,0,0,0,0,0
LOUE-LISON DECOUPE,25330,Malans,Satisfaisant, Viandes et produits carnés,47.047665,6.031073,1,0,1,0,0,0,0
MERVIEL STEPHAN,30220,Aigues-Mortes,Très satisfaisant, Produits de la mer et d'eau douce,43.576322,4.18268,1,0,1,0,0,0,0
HENNART FRERES,62220,Carvin,Urgent_Améliorer, Lait et produits laitiers,50.477943,2.971658,1,0,0,0,0,0,0
EARL LES OEUFS DE LA LAURIERE,53170,Le Buret,Très satisfaisant, Œufs et ovoproduits,47.919678,-0.49671,1,0,0,0,0,0,0
BOULANGERIE D'AINAY,69002,Lyon 2e  Arrondissement,Satisfaisant, Autres,45.753961,4.826088,1,0,0,0,0,0,0
LAURELIS,32700,Mas-d'Auvignon,Urgent_Améliorer, Viandes et produits carnés,43.87441,0.508293,1,0,0,0,0,0,0
ABATTOIR DU PAYS TOY,65120,Betpouey,Très satisfaisant, Abattoirs,42.882019,0.029323,1,0,0,0,0,1,0
CHEZ SAMI,75005,Paris 5e  Arrondissement,Très satisfaisant, Autres,48.849798,2.347797,1,0,0,0,0,0,0
SOC COOP DES MARINS PECHEURS,30240,Le Grau-du-Roi,Urgent_Améliorer, Produits de la mer et d'eau douce,43.54073,4.137564,0,0,0,0,0,0,1
CARREFOUR MARKET,75020,Paris 20e  Arrondissement,Très satisfaisant, Autres,48.870289,2.403321,0,1,0,0,0,0,0
CARREFOUR MARKET,75020,Paris 20e  Arrondissement,Très satisfaisant, Autres,48.870289,2.403321,0,1,0,0,0,0,0
EXPRESS CITY,69003,Lyon 3e  Arrondissement,Satisfaisant, Autres,45.756726,4.848668,1,0,0,0,0,0,0
LOUE-LISON DECOUPE,25330,Malans,Satisfaisant, Viandes et produits carnés,47.047665,6.031073,1,0,1,0,0,0,0
LA FERME AVICOLE SIGEANNAISE,11480,La Palme,Satisfaisant, Œufs et ovoproduits,42.96092,2.98352,1,0,0,0,0,1,0
CONSERVERIE DU MOULIN,86230,Usseau,Très satisfaisant, Viandes et produits carnés,46.874864,0.491654,0,0,0,0,0,0,0
LINEMATHYS,49240,Avrillé,Satisfaisant, Autres,47.495157,-0.586953,1,0,0,1,0,0,0
LES ATELIERS DU GOUT,56920,Noyal-Pontivy,Très satisfaisant, Viandes et produits carnés,48.062727,-2.868387,1,0,0,0,0,0,0
NEMS FOODS,93100,Montreuil,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.869674,2.464222,1,0,0,0,0,0,0
SAS GUILLET,49640,Morannes sur Sarthe-Daumeray,Satisfaisant, Viandes et produits carnés,47.743658,-0.416511,1,0,0,0,0,0,0
UNE PART DE REVE,04350,Malijai,Satisfaisant, Autres,44.049761,6.026282,1,0,0,0,0,0,0
SUPERMARCHE ISTANBUL,56100,Lorient,Très satisfaisant, Autres,47.755352,-3.361132,1,0,0,0,0,0,0
FRANVIAL,81230,Lacaune,Très satisfaisant, Viandes et produits carnés,43.709133,2.69942,1,0,0,0,0,1,0
ABATTOIR DU PAYS TOY,65120,Betpouey,Très satisfaisant, Abattoirs,42.882019,0.029323,1,0,0,0,0,1,0
PROLAIDIS,59810,Lesquin,Satisfaisant, Lait et produits laitiers,50.582089,3.114203,1,0,0,0,0,0,0
LES FROMAGES DE DIOZIDOUX,23260,Flayat,Satisfaisant, Autres,45.738112,2.374222,0,0,0,0,0,0,0
ETABLISSEMENTS E. ROBIN,29270,Carhaix-Plouguer,Très satisfaisant, Abattoirs,48.279782,-3.582769,1,0,0,0,0,1,0
LA ROCHE LAITIERE,79230,Brûlain,Très satisfaisant, Lait et produits laitiers,46.194171,-0.316498,1,0,1,0,0,0,0
CROIXDIS,57150,Creutzwald,Très satisfaisant, Autres,49.188201,6.697358,1,0,0,0,0,0,0
PROMOCASH,57070,Metz,Très satisfaisant, Transport et entreposage de denrées alimentaires,49.112321,6.243733,1,0,0,0,0,0,0
PROMOCASH,57070,Metz,Très satisfaisant, Produits de la mer et d'eau douce,49.112321,6.243733,1,0,0,0,0,0,0
TRANSFUM PECHE,59229,Téteghem-Coudekerque-Village,Satisfaisant, Produits de la mer et d'eau douce,51.03421,2.416507,1,0,1,0,0,1,0
ECO FOOD,97470,Saint-Benoît,Satisfaisant, Viandes et produits carnés,-21.050629,55.712044,1,0,0,0,0,0,0
RIBOT(ETABLISSEMENTS...),84840,Lapalud,Satisfaisant, Abattoirs,44.310597,4.680319,1,0,1,0,0,0,0
SAS GUILLET,49640,Morannes sur Sarthe-Daumeray,Satisfaisant, Abattoirs,47.743658,-0.416511,1,0,0,0,0,0,0
LA CANTINE DE YOAN,33290,Blanquefort,Satisfaisant, Autres,44.92557,-0.641544,1,0,0,0,0,0,0
SARREGUEDIS,57200,Sarreguemines,Très satisfaisant, Autres,49.110948,7.067901,1,0,0,0,0,0,0
LONGEVILLES MT D'OR FROMAGERIE ARNAUD,25370,Longevilles-Mont-d'Or,Satisfaisant, Lait et produits laitiers,46.763446,6.328572,1,0,0,0,0,0,0
PROLAIDIS,59810,Lesquin,Satisfaisant, Transport et entreposage de denrées alimentaires,50.582089,3.114203,1,0,0,0,0,0,0
U TAVIGNANU,20290,Borgo,Satisfaisant, Autres,42.587278,9.44033,1,0,0,0,0,0,0
GAEC DE LA SAUREA,06690,Tourrette-Levens,Très satisfaisant, Œufs et ovoproduits,43.766374,7.280784,0,1,0,0,0,0,0
JOOD,75006,Paris 6e  Arrondissement,Très satisfaisant, Autres,48.851805,2.336311,1,0,0,0,0,0,0
ANDRIOT GERARD,21150,Hauteroche,Urgent_Améliorer, Abattoirs,47.485437,4.56987,1,0,0,0,0,0,0
MIGLIORE FABRICE,34140,Loupian,Satisfaisant, Produits de la mer et d'eau douce,43.433586,3.618434,0,0,0,0,0,0,0
EARL des Forges,55130,Abainville,Satisfaisant, Lait et produits laitiers,48.531052,5.496812,1,0,0,0,0,1,0
MAISON LAPEZE-REY,42140,Chazelles-sur-Lyon,Très satisfaisant, Autres,45.638326,4.39096,1,0,0,0,0,0,0
LAMMER' POULE,76730,Lammerville,Très satisfaisant, Abattoirs,49.792828,0.951117,1,0,0,0,0,0,0
LOUDEAC VIANDES,22605,Loudéac,Satisfaisant, Abattoirs,48.163545,-2.755028,1,0,0,0,0,0,0
BOUCHERIE FRANCO MUSULMANE MASSY,94500,Champigny-sur-Marne,Satisfaisant, Autres,48.808467,2.538971,1,0,1,1,0,0,0
PHAM HONG,80136,Rivery,Satisfaisant, Autres,49.901499,2.330193,1,0,0,0,0,0,0
LES TROIS SOURCES FROMAGERIE,29270,Motreff,Très satisfaisant, Lait et produits laitiers,48.197672,-3.52632,1,0,0,0,0,0,0
